
значение показателя за год
;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;
;137;59,8;117,7;131,05;133;133;;;;64,5;64,5;64,5;64,5;150,7;151;143,9;144,7;144,7;
Емва;;;;;;;;;;;;;;;;;;;
Городское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;49;36,4;36,4;49,8;36,4;36,4;;;;;;;;60;60;60;60;60;
Синдор;;;;;;;;;;;;;;;;;;;
Городское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;12,4;12,4;12,4;12,4;12,4;12,4;;;;;6,7;6,7;3,6;10;10;10;10;10;
Ветью (до 1 января 2018г);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;2;2;2;1,5;2,2;2,2;;;;;;;;;;;;;
Вожаёль (до 1 января 2013 года);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;10;10;10;10;10;10;;;;;;;;;;;;;
Иоссер;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;10,4;10,4;10,4;10,4;10,4;10,4;;;;;8,1;8,1;8,1;8,1;8,1;8,1;8,9;8,9;
Княжпогост (до 1 января 2013 года);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;1,3;1,3;1,3;1,3;1,6;1,6;;;;;;;;;;;;;
Мещура;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;0,11;0,11;1,7;1,7;1,7;1,7;;;;7,7;19,3;19,3;19,3;20,3;20,6;13,5;13,5;6,1;
Серёгово;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;12;12;12;12;12;12;;;;;;;;17,9;17,9;17,9;17,9;18,8;
Тракт;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;12,8;12,8;12,8;12,8;12,8;12,8;;;;;;;22,8;22,8;22,8;22,8;22,8;22,8;
Туръя;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;10;10;10;10;10;10;;;;;;;;;;;;;
Чиньяворык;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;2;2;3,5;3,5;3,5;3,5;;;;;;;;3,2;3,4;3,4;3,4;3,4;
Шошка.;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;5,15;5,15;5,15;5,15;5,15;5,15;;;;;;;;8,2;8,2;8,2;8,2;8,2;
Муниципальный район Койгородский;;;;;;;;;;;;;;;;;;;
Муниципальный район Койгородский;;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;103,1;103,1;92,43;;;66,03;;;;11,69;64,2;86,9;79,8;110,5;110,7;110,9;110,9;111,9;
Грива;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;13;3;3;;3;3;;;;;6;6;6;6;6;6;6;7,5;
Кажым;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;16,5;16,5;16,5;;;;;;;;;21,2;14,1;14,1;14,1;14,1;14,1;14,1;
Койгородок;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;30;30;30;;31;31,4;;;;4,5;42,9;33,4;33,4;38,4;38,4;38,6;38,6;38,6;
Койдин;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;5;11;11;;11;11;;;;2,49;2,1;2,1;2,1;18,8;19;19;19;19;
Ком ( до 1 января 2020 года);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;3;3;3;;;;;;;;1,5;4,2;4,2;4,2;4,2;;;;
Кузьёль;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;5,5;9;9;;9;9;;;;;5,45;5,5;5,5;5,5;5,5;9,7;9,7;9,7;
Нижний Турунъю (до 1 января 2017г);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;5;5;5;;2;2;;;;2,5;;;;;;;;;
Нючпас (до 1 января 2023 г);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;15;4;4;;;4;;;;;4;4;4;4,5;4,5;4,5;4,5;;
Подзь;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;4,8;5,63;5,63;;;5,63;;;;0,7;0,7;9;9;9;9;9;9;8,5;
Ужга;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;5,3;5,3;5,3;;;;;;;1,5;1,5;1,5;1,5;10;10;10;10;14,5;
Муниципальный район Корткеросский;;;;;;;;;;;;;;;;;;;
Муниципальный район Корткеросский;;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;146,54;171,56;180,16;168,53;204,7;180,89;;;;237,9;237,9;237,9;251,5;311,9;226,4;226,4;226,4;189,7;
Богородск;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;12;22;22;22;22;22;;;;17,18;17,2;17,2;17,2;16,8;15;15;15;11,4;
Большелуг;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;0,5;10;10;10;15,04;15,04;;;;;11,7;11,7;6,5;6,5;8,9;8,9;8,9;12,2;
Вомын;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;7;7;8,86;8,86;8,86;8,86;;;;;9;9;7,9;7,9;4,4;4,4;4,4;4,4;
Додзь;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;8;8;8;8;8;8;;;;;13;13;18,8;18,8;15;15;15;18,8;
Керес;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;6;6;6;6;6;6;;;;;13,1;13,1;13,1;13,1;13,1;13,1;13,1;12,5;
Корткерос;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;22,6;22,6;22,6;22,6;22,6;22,6;;;;20,21;14,4;14,4;21,9;21,9;21,9;21,9;21,9;22;
Намск;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;3,98;3,98;3,98;3,98;3,98;4,15;;;;;;;6,6;5;4;4;4;4,5;
Маджа;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;1,5;1,5;1,5;2,2;2,2;2,2;;;;6,26;6,26;6,3;6,3;7,9;7,9;7,9;7,9;7,6;
Мордино;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;20;19,9;19,9;11;11;22;;;;;;22;22;22;22;20;20;6,1;
Нёбдино;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;5;5;10;10;5,7;5;;;;6,8;6,8;6,8;12,5;12,5;12,5;12,5;12,5;12,5;
Нившера;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;11;11;11;11;11;11;;;;26,46;26,46;22;22;22;22;22;22;16,6;
Пезмег;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;8,73;8,73;8,73;5,3;7,3;7,3;;;;;7,8;13,4;14,5;14,5;14;14;14;15;
Подъельск;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;6,43;5;5;5;12;16,88;;;;22,2;22,38;25,2;25,2;25,2;25,2;25,2;25,2;9,5;
Подтыбок;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;9,2;9,2;9,2;9,2;9,2;9,78;;;;;;11;11;11;11;11;11;11;
Позтыкерес;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;4;4;5,74;5,74;5,95;6,26;;;;;6,26;6,2;6,2;4,6;4,6;4,6;4,6;2,1;
Приозёрный;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;7,2;7,2;7,2;7,2;7,2;7,2;;;;;11,34;;10,2;4,8;4,5;4,5;4,5;4,5;
Сторожевск;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;8,4;15,45;15,45;15,45;15,45;15,45;;;;;;20,4;15,8;15,8;15,8;15,8;15,8;15,9;
Усть-Лэкчим;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;5;5;5;5;5;5;;;;;4,6;4,6;4,6;4,6;4,6;4,6;4,6;2,9;
Муниципальный район Печора;;;;;;;;;;;;;;;;;;;
Муниципальный район Печора;;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;90,96;92,26;92,3;115,2;115,2;117,7;;;;63,2;68;68;129,8;128,5;150;150;150;160,2;
Печора;;;;;;;;;;;;;;;;;;;
Городское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;34,4;34,4;34,4;34,4;34,4;34,4;;;;58;58;58;45,7;47,9;48,5;51,5;68,5;73,1;
Изъяю (до 1 января 2013 года);;;;;;;;;;;;;;;;;;;
Городское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;13,8;13,8;13,8;;;;;;;;;;;;;
Кожва;;;;;;;;;;;;;;;;;;;
Городское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;14,4;14,5;14,5;14;14;14,5;;;;;;;44,6;44,6;44,6;44,6;44,6;44,6;
Путеец;;;;;;;;;;;;;;;;;;;
Городское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;1,9;1,9;1,9;1,9;1,9;1,9;;;;;10,15;10,2;10,2;10,2;10,2;10,2;10,2;10,2;
Берёзовка (до 1 января 2013 года);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;5;5;5;5;;;;;;;;;;;;;;;
Зеленоборск (до 1 января 2013 года);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;2;;;;;;;;;;;;;
Каджером;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;12;12;12;12;12;12;;;;;;;;;;;;;
Кедровый Шор (до 1 января 2013 года);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;8;8;8;7;7;7;;;;;;;;;;;;;
Косью (до 1 января 2013 года);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;0,4;0,4;0,4;;;;;;;;;;;;;
Красный Яг (до 1 января 2013 года);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;5;5;5;;;;;;;;;;;;;
Озёрный;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;3;3;3;3;3;3;;;;14;12,2;12,2;12,2;12,2;12,2;12,2;12,2;12,2;
Приуральское;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;7;7;7;7;7;7;;;;;;;;9;9,9;9,9;9,9;15,5;
Соколово (до 1 января 2013 года);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;3;3;3;8;8;8;;;;;;;;;;;;;
Сыня (до 1 января 2013 года);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;0,26;0,26;0,3;0,5;0,5;0,5;;;;;;;;;;;;;
Чикшино;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;2;3,2;3,2;3,2;8,2;8,2;;;;;4,6;4,6;4,6;4,6;4,6;4,6;4,6;4,6;
Муниципальный район Прилузский;;;;;;;;;;;;;;;;;;;
Муниципальный район Прилузский;;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;292,12;248,7;248,7;252,2;252,2;253,2;;;;246,38;226,13;254,3;261,4;262,1;261,9;263,7;264,2;275,9;
Ваймес (до  1 января 2017г);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;2,5;2,5;2,5;2,5;2,5;2,5;;;;4;4;;;;;;;;
Верхолузье (до 1 января 2017г);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;56;9,7;9,7;9,7;9,7;9,7;;;;8,88;8,88;;;;;;;;
Вухтым;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;15,47;15,5;15,5;15,5;15,5;15,5;;;;8,54;8,54;8,5;8,5;8,5;8,5;8,5;8,5;11,4;
Гурьевка;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;14,6;14,9;14,9;14,9;14,9;14,9;;;;17,52;17,52;17,5;17,5;18;17,5;17,5;17,5;17,5;
Занулье;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;2,3;2,3;2,3;2,3;2,3;2,3;;;;2,55;2,55;2,6;2,6;2,6;2,6;2,6;2,6;2,6;
Летка;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;18,75;19;19;19;19;19;;;;40;34,1;41;48;48;48;48;48,5;49,5;
Лойма;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;14;14;14;14;14;14;;;;23;23;23;23;23;23;24;24;27,2;
Мутница;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;15;15;15;15;15;15;;;;8;8;8;7,2;7,2;7,2;7,2;7,2;9,3;
Ношуль;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;24,6;25;25;25;25;25;;;;23,22;15,76;28,7;28,7;28,7;28,7;29,1;29,1;31,6;
Объячево;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;51;51;51;54;54;55;;;;36,13;36,5;75,4;76,3;76,3;86,6;87;87;87;
Прокопьевка;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;3,5;3,5;3,5;3,5;3,5;3,5;;;;7;5,5;5,2;5,2;5,3;5,2;5,2;5,2;5,2;
Слудка.;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;4;6,1;6,1;6,1;6,1;6,1;;;;6,3;6,3;1,7;1,7;1,7;2,1;2,1;2,1;2,1;
Спаспоруб;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;23;23;23;23;23;23;;;;20;20;20;20;20,1;20,1;20,1;20,1;20,1;
Черёмуховка;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;9,7;9,7;9,7;10,2;10,2;10,2;;;;20,24;20,24;12,4;12,4;12,4;12,4;12,4;12,4;12,4;
Чёрныш (до 1 января 2021 года);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;17;16,8;16,8;16,8;16,8;16,8;;;;16;10,28;10,3;10,3;10,3;;;;;
Читаево (до 1 января 2017г);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;20,7;20,7;20,7;20,7;20,7;20,7;;;;5;5;;;;;;;;
Муниципальный район Сосногорск;;;;;;;;;;;;;;;;;;;
Муниципальный район Сосногорск;;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;78,9;104;105;104;108,2;112,6;;;;111,31;110,81;110,8;109,8;110,8;109,8;109,8;109,8;104,1;
Сосногорск;;;;;;;;;;;;;;;;;;;
Городское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;46,3;46,3;46,3;46,3;48,9;48,9;;;;85,69;86,19;86,2;86,2;87,2;86,2;86,2;86,2;80,5;
Войвож;;;;;;;;;;;;;;;;;;;
Городское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;9,9;9,9;9,9;9,9;9,9;;;;12,32;12,32;12,3;11,3;11,3;11,3;11,3;11,3;11,3;
Нижний Одес;;;;;;;;;;;;;;;;;;;
Городское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;12,1;12,1;12,1;12,1;12,1;12,4;;;;13,3;12,3;12,3;12,3;12,3;12,3;12,3;12,3;12,3;
Верхнеижемский  (до 1 янвря 2013 года);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;7,2;7,2;7,2;7,2;7,2;;;;;;;;;;;;;
Вис  (до 1 янвря 2013 года);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;5;5;6;5;5;5;;;;;;;;;;;;;
Ираёль  (до 1 янвря 2013 года);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;4;4;4;4;7;;;;;;;;;;;;;
Керки  (до 1 янвря 2013 года);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;4,5;4,5;4,5;4,5;4,5;3,6;;;;;;;;;;;;;
Малая Пера  (до 1 янвря 2013 года);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;2;6;6;6;6;8;;;;;;;;;;;;;
Поляна  (до 1 янвря 2013 года);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;5;5;5;5;6,6;6,6;;;;;;;;;;;;;
Усть-Ухта  (до 1 янвря 2013 года);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;4;4;4;4;4;4;;;;;;;;;;;;;
Муниципальный район Сыктывдинский;;;;;;;;;;;;;;;;;;;
Муниципальный район Сыктывдинский;;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;166,95;142,06;158,52;165,87;197,31;205,46;;;;33,5;160,53;173,5;180,1;191,7;232;236,8;255,6;266,6;
Выльгорт;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;9,1;9,1;10,06;10,06;35;35;;;;;39,8;39,8;46,3;50,4;52,4;54,8;56;57;
Зеленец;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;7,5;12,81;12,81;14,76;14,76;14,76;;;;;20,94;20,9;20,9;26,6;26,6;26,6;26,6;28,2;
Лэзым;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;47;11,8;11,8;14,2;14,2;14,2;;;;7;12,3;12,3;12,3;12,3;12,3;12,3;12,3;12,3;
Мандач;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;6;6;6;6;6;9;;;;8,5;;6,4;6,4;6,4;6,4;6,4;6,4;6,5;
Нювчим;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;13;18;18;18;18;18;;;;;2,5;2,5;2,5;2,5;2,5;2,5;14,5;14,5;
Озёл;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;2,5;2,5;2,5;4;4;5;6;
Пажга;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;20,85;20,85;20,85;20,85;20,85;26;;;;;18,1;25,1;25,1;26,1;26,1;28,5;28,8;36,1;
Палевицы;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;15;15;15;15;15;15;;;;;;;;;26,3;26,3;26,3;26,3;
Слудка;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;7;7;7;7;13,5;13,5;;;;;;14,1;;14,1;14,1;14,1;14,1;14,1;
Часово;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;19,5;19,5;19,5;22,5;22,5;22,5;;;;;21,3;21,3;21,3;22,1;22,1;22,1;22,1;22,1;
Шошка;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;10;10;10;10;10;10;;;;18;18,6;19;19,2;19,2;19,7;19,7;24;24;
Ыб;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;2;2;17,5;17,5;17,5;17,5;;;;;;;;;10;10;10;10;
Яснэг;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;10;10;10;10;10;10;;;;;10,89;9,5;9,5;9,5;9,5;9,5;9,5;9,5;
Муниципальный район Сысольский;;;;;;;;;;;;;;;;;;;
Муниципальный район Сысольский;;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;35,2;91,6;97,45;97,45;98,65;145,28;;;;145,42;163,92;166,7;166,7;166,7;166,7;168,9;168,9;170,7;
Визинга;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;19,3;27,7;33,55;33,55;34,75;42;;;;;53;53;53;53;53;53;53;54;
Визиндор;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;1,5;1,5;1,5;1,5;1,5;14,98;;;;13,7;13,7;13,7;13,7;13,7;13,7;13,7;13,7;13,9;
Вотча;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;1;5;5;5;5;5;;;;4,7;8,6;8,6;8,6;8,6;8,6;8,6;8,6;8,6;
Гагшор;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;0,5;7,7;7,7;7,7;7,7;7,7;;;;7,8;8,5;8,5;8,5;8,5;8,5;8,5;8,5;8,5;
Заозерье;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;0,5;0,5;0,5;0,5;0,5;9,6;;;;10,3;10,3;10,3;10,3;10,3;10,3;10,3;10,3;10,3;
Куниб;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;2,5;11;11;11;11;11;;;;14,5;15,2;15,2;15,2;15,2;15,2;17;17;18,8;
Куратово;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;4;15;15;15;15;16;;;;13;26,2;26,2;26,2;26,2;26,2;26,2;26,6;26,6;
Межадор;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;2,2;2,2;2,2;2,2;2,2;8;;;;6,2;6,2;6,2;6,2;6,2;6,2;6,2;6,2;7,6;
Палауз;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;0,5;3;3;3;3;3;;;;;5;5;5;5;5;5;5;5;
Пыёлдино;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
